row,column,celltype
34.0,33.0,4.0
34.0,63.0,4.0
36.0,112.0,4.0
34.0,131.0,4.0
34.0,151.0,4.0
33.0,178.0,4.0
40.0,199.0,4.0
32.0,224.0,7.0
41.0,240.0,12.0
39.0,307.0,12.0
32.0,339.0,16.0
42.0,367.0,16.0
33.0,414.0,6.0
35.0,434.0,6.0
32.0,488.0,14.0
36.0,502.0,16.0
35.0,522.0,8.0
34.0,560.0,4.0
40.0,638.0,12.0
31.0,693.0,12.0
39.0,708.0,12.0
32.0,719.0,12.0
38.0,731.0,12.0
47.0,797.0,4.0
35.0,867.0,4.0
36.0,902.0,4.0
40.0,930.0,4.0
39.0,952.0,4.0
37.0,984.0,4.0
35.0,1010.0,4.0
38.0,1035.0,4.0
36.0,1076.0,15.0
30.0,1100.0,12.0
36.0,1128.0,14.0
46.0,1157.0,12.0
33.0,1169.0,16.0
40.0,1186.0,12.0
37.0,1201.0,3.0
35.0,1219.0,12.0
33.0,1279.0,1.0
37.0,1318.0,16.0
35.0,1343.0,7.0
33.0,1359.0,12.0
34.0,1380.0,15.0
31.0,1398.0,1.0
39.0,1407.0,12.0
33.0,1437.0,15.0
35.0,1464.0,15.0
35.0,1508.0,7.0
36.0,1530.0,12.0
38.0,1585.0,12.0
35.0,1631.0,12.0
34.0,1664.0,12.0
37.0,1724.0,4.0
50.0,1748.0,4.0
33.0,1789.0,4.0
36.0,1824.0,4.0
30.0,1920.0,4.0
35.0,1934.0,4.0
47.0,1970.0,12.0
45.0,1993.0,12.0
36.0,2011.0,12.0
48.0,537.0,7.0
41.0,351.0,8.0
41.0,814.0,4.0
45.0,1700.0,4.0
52.0,1884.0,4.0
53.0,682.0,12.0
46.0,1285.0,13.0
43.0,1916.0,11.0
49.0,96.0,4.0
50.0,258.0,12.0
54.0,280.0,6.0
45.0,324.0,16.0
45.0,402.0,8.0
49.0,554.0,4.0
52.0,1547.0,12.0
46.0,1949.0,4.0
59.0,209.0,12.0
56.0,1620.0,12.0
46.0,55.0,4.0
50.0,1418.0,12.0
53.0,1492.0,16.0
49.0,1665.0,4.0
55.0,178.0,4.0
52.0,337.0,5.0
50.0,966.0,4.0
47.0,1378.0,16.0
53.0,1428.0,3.0
48.0,1444.0,6.0
51.0,467.0,14.0
57.0,1359.0,3.0
60.0,422.0,14.0
54.0,1209.0,15.0
50.0,1243.0,12.0
52.0,1515.0,12.0
54.0,1598.0,12.0
56.0,448.0,7.0
54.0,1116.0,15.0
53.0,500.0,16.0
54.0,518.0,16.0
59.0,1084.0,4.0
55.0,1468.0,16.0
60.0,915.0,4.0
71.0,1003.0,4.0
56.0,1054.0,4.0
58.0,1841.0,4.0
57.0,572.0,4.0
57.0,981.0,4.0
60.0,1310.0,13.0
67.0,145.0,4.0
60.0,1452.0,12.0
66.0,1038.0,4.0
66.0,39.0,4.0
66.0,1230.0,12.0
67.0,233.0,7.0
61.0,355.0,4.0
64.0,851.0,4.0
64.0,945.0,4.0
65.0,395.0,16.0
61.0,1176.0,15.0
64.0,1380.0,8.0
72.0,1930.0,12.0
68.0,69.0,4.0
60.0,312.0,12.0
63.0,1188.0,15.0
58.0,1251.0,12.0
62.0,1711.0,7.0
65.0,1955.0,12.0
69.0,1397.0,13.0
66.0,734.0,4.0
60.0,1435.0,6.0
66.0,1271.0,12.0
82.0,366.0,11.0
79.0,1686.0,4.0
67.0,122.0,4.0
71.0,1659.0,4.0
76.0,106.0,4.0
71.0,460.0,14.0
72.0,965.0,4.0
78.0,561.0,4.0
82.0,926.0,4.0
74.0,330.0,16.0
72.0,1067.0,4.0
78.0,1118.0,12.0
73.0,1248.0,8.0
76.0,504.0,3.0
74.0,520.0,12.0
71.0,1438.0,16.0
75.0,2010.0,12.0
79.0,302.0,12.0
83.0,699.0,4.0
77.0,1480.0,16.0
85.0,1849.0,7.0
76.0,875.0,11.0
78.0,1197.0,12.0
75.0,1548.0,6.0
77.0,1745.0,4.0
87.0,1982.0,4.0
80.0,53.0,4.0
78.0,1599.0,12.0
81.0,1633.0,12.0
84.0,440.0,10.0
84.0,834.0,4.0
85.0,1569.0,7.0
85.0,1805.0,4.0
85.0,488.0,6.0
79.0,1261.0,8.0
87.0,1424.0,12.0
81.0,795.0,12.0
83.0,1884.0,4.0
86.0,775.0,12.0
87.0,1447.0,12.0
87.0,86.0,8.0
81.0,183.0,12.0
83.0,257.0,12.0
92.0,1046.0,4.0
84.0,340.0,16.0
104.0,400.0,8.0
92.0,1285.0,12.0
97.0,458.0,14.0
90.0,1511.0,6.0
88.0,1536.0,12.0
96.0,383.0,5.0
96.0,284.0,12.0
99.0,1069.0,4.0
94.0,1345.0,3.0
87.0,1390.0,13.0
97.0,1405.0,12.0
98.0,964.0,4.0
94.0,1613.0,12.0
93.0,1648.0,12.0
93.0,1909.0,4.0
96.0,1137.0,12.0
92.0,1828.0,4.0
95.0,266.0,12.0
94.0,424.0,15.0
90.0,517.0,12.0
98.0,1209.0,12.0
97.0,1464.0,12.0
104.0,151.0,14.0
99.0,1738.0,4.0
99.0,2006.0,12.0
97.0,40.0,12.0
96.0,1268.0,13.0
93.0,1369.0,12.0
102.0,1678.0,4.0
96.0,323.0,16.0
97.0,554.0,4.0
105.0,876.0,4.0
96.0,1090.0,4.0
93.0,1254.0,16.0
101.0,58.0,6.0
98.0,118.0,4.0
101.0,482.0,6.0
95.0,1593.0,12.0
107.0,1788.0,4.0
99.0,894.0,4.0
105.0,914.0,4.0
103.0,1889.0,4.0
99.0,71.0,12.0
99.0,200.0,12.0
100.0,228.0,12.0
102.0,307.0,3.0
104.0,251.0,12.0
104.0,1296.0,16.0
105.0,1383.0,12.0
107.0,1711.0,4.0
105.0,97.0,4.0
117.0,337.0,3.0
101.0,641.0,6.0
106.0,722.0,4.0
107.0,1585.0,7.0
107.0,1819.0,4.0
104.0,932.0,4.0
118.0,299.0,12.0
115.0,1234.0,6.0
108.0,1511.0,13.0
108.0,30.0,7.0
111.0,1253.0,16.0
110.0,1327.0,1.0
115.0,1536.0,12.0
117.0,212.0,6.0
117.0,622.0,12.0
124.0,712.0,4.0
111.0,1311.0,16.0
114.0,184.0,12.0
113.0,524.0,12.0
