row,column,celltype
33.0,186.0,3.0
42.0,231.0,3.0
32.0,326.0,2.0
31.0,348.0,7.0
46.0,375.0,16.0
39.0,400.0,10.0
38.0,485.0,10.0
38.0,512.0,10.0
38.0,568.0,16.0
35.0,589.0,16.0
41.0,653.0,3.0
34.0,684.0,3.0
34.0,754.0,3.0
50.0,776.0,3.0
39.0,806.0,3.0
43.0,968.0,5.0
39.0,1009.0,4.0
42.0,1064.0,13.0
34.0,1090.0,7.0
39.0,1105.0,7.0
32.0,1217.0,3.0
34.0,1371.0,3.0
42.0,1407.0,4.0
37.0,1428.0,4.0
32.0,1447.0,4.0
35.0,1470.0,4.0
35.0,1496.0,4.0
31.0,1528.0,4.0
40.0,1551.0,4.0
32.0,1570.0,4.0
43.0,1581.0,4.0
30.0,1592.0,4.0
36.0,1608.0,4.0
32.0,1628.0,4.0
34.0,1653.0,4.0
34.0,1692.0,7.0
38.0,1718.0,4.0
34.0,1746.0,4.0
37.0,1771.0,4.0
34.0,1866.0,6.0
35.0,1890.0,4.0
33.0,1953.0,16.0
32.0,1975.0,16.0
41.0,173.0,3.0
44.0,545.0,2.0
43.0,705.0,2.0
43.0,1156.0,7.0
57.0,1848.0,8.0
40.0,212.0,3.0
46.0,343.0,7.0
42.0,1127.0,8.0
38.0,1986.0,16.0
50.0,1209.0,14.0
48.0,1621.0,11.0
62.0,670.0,3.0
45.0,1450.0,4.0
43.0,1946.0,8.0
45.0,468.0,2.0
53.0,1264.0,6.0
52.0,1685.0,4.0
49.0,1249.0,7.0
45.0,1482.0,4.0
50.0,1756.0,4.0
56.0,1507.0,4.0
60.0,1603.0,4.0
55.0,632.0,16.0
58.0,1177.0,11.0
58.0,1657.0,4.0
49.0,1469.0,4.0
62.0,1778.0,4.0
60.0,692.0,3.0
60.0,1038.0,13.0
57.0,1423.0,4.0
63.0,213.0,2.0
61.0,333.0,16.0
59.0,510.0,10.0
57.0,800.0,12.0
59.0,996.0,13.0
54.0,1138.0,6.0
58.0,264.0,3.0
63.0,1539.0,4.0
57.0,134.0,13.0
58.0,595.0,10.0
57.0,954.0,13.0
62.0,481.0,16.0
56.0,1114.0,7.0
60.0,314.0,3.0
65.0,615.0,16.0
62.0,937.0,16.0
60.0,1016.0,13.0
68.0,824.0,12.0
70.0,1459.0,4.0
67.0,1482.0,4.0
67.0,1154.0,7.0
67.0,150.0,13.0
71.0,1574.0,4.0
63.0,245.0,3.0
65.0,532.0,16.0
64.0,552.0,8.0
71.0,1399.0,4.0
62.0,583.0,10.0
66.0,166.0,10.0
68.0,1067.0,7.0
80.0,1689.0,4.0
72.0,1131.0,7.0
68.0,1247.0,7.0
80.0,652.0,14.0
72.0,1088.0,14.0
68.0,1623.0,6.0
66.0,1753.0,4.0
75.0,1639.0,4.0
71.0,184.0,13.0
77.0,1206.0,13.0
75.0,1110.0,7.0
76.0,310.0,3.0
85.0,363.0,16.0
85.0,494.0,16.0
79.0,580.0,10.0
84.0,952.0,7.0
80.0,1519.0,4.0
85.0,1732.0,4.0
82.0,601.0,10.0
81.0,991.0,3.0
84.0,1051.0,12.0
78.0,137.0,13.0
81.0,790.0,13.0
82.0,258.0,10.0
83.0,334.0,3.0
85.0,767.0,3.0
82.0,632.0,7.0
85.0,876.0,4.0
86.0,102.0,13.0
87.0,548.0,7.0
82.0,934.0,7.0
87.0,1023.0,12.0
84.0,172.0,13.0
89.0,523.0,16.0
87.0,1611.0,4.0
91.0,1382.0,10.0
88.0,80.0,10.0
90.0,1342.0,3.0
87.0,2010.0,3.0
98.0,977.0,2.0
88.0,1128.0,7.0
92.0,1145.0,7.0
90.0,1185.0,7.0
94.0,1078.0,12.0
102.0,309.0,3.0
104.0,571.0,7.0
93.0,1106.0,3.0
99.0,1499.0,10.0
92.0,192.0,13.0
93.0,826.0,4.0
96.0,127.0,13.0
107.0,1546.0,4.0
92.0,1515.0,4.0
108.0,1201.0,9.0
94.0,1632.0,4.0
