row,column,celltype
42.0,43.0,4.0
33.0,96.0,4.0
33.0,191.0,4.0
34.0,247.0,4.0
33.0,352.0,4.0
38.0,416.0,4.0
35.0,458.0,8.0
34.0,471.0,14.0
30.0,489.0,7.0
35.0,510.0,10.0
31.0,558.0,10.0
40.0,606.0,6.0
36.0,660.0,14.0
44.0,694.0,3.0
40.0,794.0,8.0
40.0,832.0,3.0
32.0,871.0,3.0
39.0,882.0,12.0
35.0,900.0,14.0
34.0,914.0,6.0
32.0,928.0,12.0
30.0,950.0,14.0
34.0,967.0,6.0
42.0,983.0,6.0
35.0,1002.0,6.0
34.0,1033.0,14.0
32.0,1055.0,14.0
32.0,1071.0,14.0
39.0,1103.0,6.0
34.0,1121.0,6.0
33.0,1136.0,6.0
39.0,1155.0,6.0
35.0,1179.0,6.0
34.0,1203.0,6.0
35.0,1223.0,6.0
37.0,1245.0,7.0
37.0,1266.0,6.0
41.0,1282.0,6.0
40.0,1303.0,6.0
31.0,1315.0,6.0
43.0,1330.0,6.0
34.0,1361.0,6.0
35.0,1383.0,6.0
41.0,1400.0,8.0
33.0,1411.0,6.0
46.0,1422.0,6.0
41.0,1440.0,6.0
33.0,1454.0,6.0
36.0,1469.0,6.0
30.0,1486.0,7.0
32.0,1501.0,7.0
36.0,1516.0,6.0
34.0,1535.0,6.0
34.0,1560.0,6.0
43.0,1591.0,6.0
34.0,1608.0,6.0
45.0,1620.0,6.0
32.0,1642.0,10.0
31.0,1660.0,10.0
40.0,1665.0,6.0
30.0,1685.0,6.0
40.0,1735.0,6.0
30.0,1766.0,6.0
46.0,1789.0,10.0
32.0,1808.0,6.0
34.0,1828.0,10.0
40.0,1853.0,10.0
33.0,1905.0,14.0
37.0,1958.0,14.0
33.0,1982.0,10.0
39.0,2008.0,6.0
38.0,231.0,4.0
42.0,448.0,12.0
53.0,281.0,4.0
46.0,585.0,10.0
44.0,481.0,6.0
38.0,941.0,6.0
51.0,1551.0,7.0
48.0,1770.0,6.0
42.0,864.0,6.0
43.0,959.0,6.0
45.0,1019.0,6.0
43.0,1488.0,7.0
43.0,1687.0,10.0
44.0,1940.0,14.0
53.0,217.0,4.0
45.0,495.0,14.0
40.0,1064.0,16.0
49.0,558.0,14.0
62.0,89.0,4.0
43.0,361.0,4.0
53.0,747.0,8.0
48.0,1571.0,6.0
46.0,1644.0,6.0
53.0,343.0,4.0
56.0,1043.0,14.0
50.0,1351.0,6.0
51.0,1808.0,10.0
52.0,899.0,12.0
42.0,921.0,6.0
47.0,1138.0,6.0
51.0,1192.0,6.0
52.0,1369.0,6.0
49.0,1453.0,6.0
59.0,115.0,4.0
57.0,674.0,3.0
58.0,857.0,6.0
55.0,1508.0,6.0
54.0,1532.0,6.0
51.0,1078.0,8.0
48.0,1259.0,6.0
51.0,1831.0,10.0
50.0,1992.0,14.0
53.0,913.0,12.0
59.0,1127.0,6.0
56.0,1238.0,6.0
64.0,375.0,4.0
51.0,470.0,12.0
55.0,509.0,10.0
55.0,533.0,14.0
56.0,930.0,14.0
59.0,1093.0,6.0
54.0,1222.0,7.0
61.0,1008.0,6.0
57.0,1385.0,7.0
53.0,1760.0,6.0
51.0,1965.0,12.0
53.0,239.0,4.0
57.0,656.0,1.0
62.0,890.0,6.0
57.0,948.0,6.0
52.0,1468.0,6.0
57.0,1208.0,6.0
56.0,1319.0,7.0
52.0,1432.0,7.0
66.0,256.0,4.0
60.0,1298.0,6.0
59.0,1666.0,10.0
63.0,448.0,12.0
62.0,968.0,6.0
60.0,1154.0,6.0
60.0,1174.0,14.0
62.0,1259.0,6.0
62.0,1694.0,10.0
60.0,1724.0,6.0
62.0,1944.0,6.0
65.0,181.0,4.0
69.0,466.0,10.0
54.0,965.0,8.0
61.0,1749.0,6.0
63.0,2003.0,10.0
62.0,803.0,3.0
64.0,1277.0,6.0
65.0,1402.0,6.0
