row,column,celltype
43.0,147.0,4.0
47.0,188.0,4.0
33.0,203.0,4.0
32.0,232.0,7.0
42.0,277.0,4.0
34.0,297.0,4.0
31.0,349.0,7.0
40.0,413.0,7.0
35.0,445.0,7.0
32.0,481.0,4.0
36.0,563.0,4.0
40.0,593.0,4.0
44.0,632.0,4.0
39.0,652.0,4.0
35.0,678.0,4.0
31.0,747.0,4.0
34.0,768.0,4.0
31.0,789.0,4.0
40.0,844.0,12.0
33.0,933.0,7.0
37.0,1109.0,12.0
38.0,1121.0,12.0
35.0,1155.0,4.0
40.0,1183.0,7.0
40.0,1224.0,4.0
34.0,1261.0,4.0
39.0,1283.0,4.0
33.0,1336.0,4.0
44.0,1369.0,4.0
31.0,1384.0,4.0
37.0,1464.0,4.0
36.0,1486.0,7.0
37.0,1508.0,12.0
33.0,1535.0,12.0
40.0,1560.0,12.0
31.0,1576.0,4.0
32.0,1722.0,4.0
30.0,1740.0,4.0
36.0,1808.0,12.0
32.0,1830.0,7.0
34.0,1857.0,12.0
33.0,1973.0,4.0
41.0,2001.0,4.0
38.0,103.0,15.0
44.0,219.0,7.0
51.0,1326.0,4.0
41.0,1612.0,4.0
44.0,1777.0,12.0
46.0,1873.0,12.0
39.0,1690.0,7.0
42.0,1948.0,4.0
40.0,739.0,4.0
44.0,786.0,16.0
40.0,1701.0,7.0
47.0,1299.0,4.0
44.0,1743.0,4.0
49.0,475.0,4.0
46.0,252.0,7.0
40.0,332.0,4.0
54.0,353.0,4.0
49.0,397.0,12.0
45.0,1437.0,4.0
46.0,1839.0,12.0
48.0,1526.0,12.0
58.0,327.0,4.0
46.0,974.0,4.0
47.0,237.0,12.0
48.0,669.0,4.0
51.0,995.0,4.0
50.0,1147.0,7.0
54.0,729.0,4.0
56.0,1595.0,4.0
57.0,1821.0,6.0
55.0,807.0,7.0
51.0,1546.0,12.0
55.0,441.0,15.0
52.0,1905.0,7.0
52.0,762.0,7.0
61.0,1969.0,12.0
59.0,268.0,7.0
57.0,554.0,4.0
55.0,1502.0,12.0
54.0,1689.0,4.0
58.0,88.0,12.0
60.0,107.0,12.0
56.0,1724.0,4.0
55.0,72.0,7.0
60.0,687.0,4.0
62.0,1065.0,4.0
64.0,1172.0,4.0
61.0,382.0,7.0
62.0,933.0,12.0
60.0,1049.0,4.0
63.0,1664.0,7.0
65.0,1892.0,12.0
65.0,659.0,4.0
71.0,632.0,4.0
57.0,771.0,7.0
69.0,1775.0,12.0
69.0,230.0,7.0
