row,column,celltype
36.0,161.0,4.0
37.0,190.0,12.0
35.0,203.0,3.0
34.0,224.0,7.0
44.0,254.0,4.0
38.0,279.0,4.0
33.0,323.0,4.0
34.0,353.0,4.0
37.0,370.0,10.0
35.0,405.0,10.0
40.0,430.0,10.0
32.0,444.0,10.0
32.0,462.0,10.0
40.0,475.0,7.0
42.0,501.0,4.0
33.0,550.0,4.0
31.0,578.0,4.0
32.0,596.0,3.0
44.0,611.0,4.0
38.0,651.0,4.0
49.0,670.0,4.0
38.0,724.0,4.0
35.0,754.0,4.0
35.0,777.0,1.0
44.0,797.0,4.0
37.0,827.0,12.0
33.0,859.0,16.0
32.0,878.0,12.0
38.0,971.0,4.0
32.0,1037.0,4.0
36.0,1069.0,4.0
36.0,1179.0,4.0
35.0,1223.0,12.0
40.0,1323.0,12.0
38.0,1443.0,4.0
32.0,1468.0,4.0
36.0,1489.0,4.0
36.0,1562.0,6.0
40.0,1579.0,6.0
35.0,1598.0,4.0
42.0,1619.0,10.0
38.0,1649.0,10.0
43.0,1678.0,4.0
32.0,1694.0,4.0
40.0,1722.0,4.0
36.0,1755.0,10.0
35.0,1779.0,7.0
36.0,1797.0,4.0
35.0,1818.0,8.0
33.0,1843.0,4.0
33.0,1869.0,4.0
41.0,1887.0,8.0
31.0,1901.0,6.0
39.0,1918.0,6.0
35.0,1937.0,8.0
36.0,1966.0,4.0
37.0,1996.0,4.0
35.0,2014.0,4.0
45.0,385.0,4.0
49.0,1365.0,4.0
47.0,854.0,1.0
42.0,892.0,12.0
46.0,1404.0,12.0
44.0,177.0,12.0
47.0,1285.0,14.0
54.0,303.0,4.0
53.0,534.0,4.0
54.0,1043.0,4.0
44.0,1272.0,4.0
43.0,870.0,16.0
45.0,1090.0,10.0
50.0,1424.0,10.0
51.0,1806.0,10.0
51.0,992.0,4.0
54.0,1213.0,4.0
51.0,1837.0,12.0
50.0,1904.0,8.0
54.0,208.0,3.0
51.0,913.0,12.0
54.0,225.0,10.0
52.0,878.0,7.0
52.0,1531.0,6.0
59.0,1868.0,4.0
55.0,1461.0,4.0
57.0,963.0,4.0
53.0,1062.0,10.0
54.0,2010.0,4.0
56.0,1664.0,4.0
56.0,1782.0,10.0
55.0,119.0,4.0
56.0,160.0,4.0
62.0,842.0,16.0
63.0,1304.0,4.0
57.0,1492.0,4.0
59.0,1341.0,7.0
57.0,1755.0,4.0
60.0,1933.0,10.0
54.0,427.0,10.0
58.0,1634.0,10.0
61.0,946.0,4.0
67.0,1732.0,10.0
60.0,1966.0,4.0
59.0,191.0,16.0
57.0,339.0,4.0
62.0,1951.0,8.0
64.0,276.0,7.0
55.0,893.0,3.0
65.0,1081.0,4.0
65.0,1143.0,4.0
57.0,1576.0,14.0
61.0,1648.0,10.0
63.0,1703.0,4.0
64.0,1168.0,4.0
68.0,1556.0,4.0
56.0,1917.0,4.0
70.0,413.0,10.0
68.0,481.0,4.0
66.0,394.0,16.0
73.0,824.0,4.0
69.0,325.0,4.0
68.0,804.0,4.0
64.0,902.0,3.0
73.0,780.0,4.0
71.0,1443.0,10.0
67.0,870.0,7.0
66.0,921.0,8.0
70.0,935.0,16.0
69.0,1418.0,4.0
81.0,372.0,12.0
72.0,891.0,16.0
72.0,1395.0,4.0
73.0,1593.0,10.0
69.0,1623.0,4.0
81.0,2005.0,4.0
73.0,1905.0,7.0
76.0,183.0,4.0
73.0,717.0,4.0
71.0,1238.0,4.0
72.0,1520.0,4.0
67.0,1800.0,7.0
78.0,151.0,4.0
69.0,1534.0,16.0
80.0,1825.0,4.0
81.0,111.0,8.0
70.0,124.0,4.0
76.0,433.0,16.0
78.0,347.0,12.0
71.0,1508.0,6.0
76.0,1609.0,10.0
85.0,465.0,4.0
83.0,692.0,4.0
75.0,973.0,4.0
73.0,1672.0,7.0
77.0,1845.0,6.0
77.0,1114.0,4.0
82.0,242.0,7.0
84.0,1282.0,4.0
73.0,1576.0,10.0
82.0,1926.0,4.0
78.0,1493.0,10.0
73.0,1639.0,10.0
77.0,1982.0,4.0
81.0,913.0,2.0
89.0,1464.0,4.0
83.0,1788.0,4.0
81.0,212.0,4.0
88.0,503.0,7.0
87.0,635.0,4.0
84.0,1655.0,4.0
79.0,1694.0,6.0
