row,column,celltype
30.0,45.0,7.0
30.0,70.0,12.0
34.0,99.0,10.0
36.0,118.0,12.0
36.0,180.0,4.0
41.0,202.0,4.0
34.0,224.0,4.0
41.0,272.0,4.0
41.0,311.0,4.0
34.0,332.0,4.0
32.0,350.0,4.0
30.0,360.0,12.0
30.0,376.0,7.0
35.0,390.0,8.0
42.0,417.0,4.0
34.0,444.0,4.0
31.0,489.0,4.0
38.0,528.0,14.0
36.0,547.0,6.0
34.0,559.0,8.0
41.0,569.0,8.0
39.0,583.0,10.0
35.0,597.0,6.0
53.0,621.0,4.0
35.0,658.0,4.0
44.0,677.0,4.0
40.0,699.0,8.0
39.0,720.0,4.0
37.0,754.0,4.0
41.0,774.0,7.0
34.0,800.0,7.0
44.0,818.0,2.0
33.0,830.0,6.0
40.0,855.0,4.0
39.0,881.0,4.0
34.0,915.0,4.0
37.0,947.0,6.0
39.0,966.0,15.0
34.0,994.0,12.0
36.0,1015.0,4.0
38.0,1082.0,4.0
43.0,1122.0,4.0
35.0,1145.0,6.0
39.0,1197.0,6.0
34.0,1209.0,3.0
40.0,1232.0,4.0
34.0,1273.0,4.0
35.0,1303.0,10.0
32.0,1326.0,8.0
42.0,1376.0,7.0
32.0,1419.0,4.0
35.0,1439.0,7.0
42.0,1454.0,7.0
30.0,1469.0,7.0
38.0,1497.0,12.0
32.0,1511.0,12.0
44.0,1517.0,10.0
38.0,1537.0,14.0
36.0,1558.0,11.0
34.0,1584.0,4.0
39.0,1612.0,4.0
31.0,1658.0,4.0
42.0,1671.0,4.0
37.0,1696.0,4.0
31.0,1718.0,4.0
41.0,1759.0,5.0
42.0,1781.0,4.0
34.0,1805.0,7.0
41.0,1818.0,7.0
37.0,1842.0,6.0
35.0,1904.0,4.0
34.0,1935.0,4.0
30.0,1963.0,6.0
39.0,1974.0,6.0
39.0,1990.0,7.0
31.0,2008.0,14.0
41.0,36.0,7.0
50.0,231.0,4.0
49.0,498.0,4.0
42.0,1633.0,10.0
48.0,1649.0,7.0
46.0,1401.0,7.0
40.0,74.0,12.0
44.0,365.0,12.0
47.0,1953.0,6.0
53.0,1167.0,4.0
44.0,52.0,12.0
45.0,344.0,4.0
48.0,1048.0,4.0
43.0,1740.0,5.0
47.0,1797.0,10.0
51.0,736.0,4.0
50.0,2002.0,6.0
51.0,160.0,4.0
55.0,976.0,12.0
44.0,1321.0,6.0
