row,column,celltype
41.0,222.0,10.0
32.0,234.0,7.0
37.0,245.0,10.0
32.0,267.0,8.0
49.0,288.0,8.0
33.0,300.0,12.0
32.0,320.0,10.0
36.0,346.0,10.0
32.0,463.0,16.0
32.0,482.0,10.0
36.0,530.0,14.0
35.0,552.0,8.0
31.0,576.0,7.0
33.0,592.0,6.0
44.0,609.0,7.0
34.0,642.0,8.0
33.0,707.0,3.0
37.0,835.0,4.0
40.0,853.0,4.0
31.0,869.0,4.0
31.0,890.0,4.0
39.0,989.0,4.0
33.0,1024.0,4.0
38.0,1080.0,4.0
30.0,1093.0,4.0
41.0,1140.0,3.0
46.0,1183.0,14.0
34.0,1227.0,4.0
35.0,1255.0,14.0
43.0,1296.0,12.0
33.0,1340.0,10.0
34.0,1351.0,15.0
35.0,1373.0,16.0
33.0,1387.0,16.0
35.0,1399.0,16.0
37.0,1418.0,16.0
42.0,1483.0,3.0
37.0,1526.0,10.0
34.0,1541.0,16.0
39.0,1568.0,7.0
31.0,1779.0,16.0
38.0,1863.0,16.0
34.0,1953.0,16.0
41.0,1993.0,3.0
42.0,435.0,10.0
49.0,566.0,6.0
52.0,775.0,4.0
35.0,963.0,4.0
41.0,1121.0,3.0
46.0,1166.0,14.0
38.0,2013.0,16.0
42.0,385.0,6.0
47.0,800.0,4.0
44.0,1447.0,12.0
49.0,513.0,14.0
49.0,1153.0,3.0
44.0,321.0,10.0
50.0,585.0,6.0
55.0,931.0,4.0
55.0,1035.0,4.0
50.0,256.0,10.0
48.0,1338.0,16.0
51.0,216.0,6.0
52.0,339.0,14.0
51.0,1013.0,4.0
56.0,1432.0,10.0
52.0,1550.0,8.0
53.0,951.0,4.0
55.0,1928.0,3.0
52.0,915.0,4.0
51.0,1273.0,12.0
55.0,1519.0,7.0
55.0,360.0,6.0
51.0,538.0,14.0
57.0,1369.0,15.0
54.0,1467.0,16.0
56.0,311.0,14.0
61.0,425.0,16.0
59.0,997.0,4.0
55.0,1064.0,4.0
56.0,400.0,6.0
62.0,1971.0,10.0
69.0,469.0,7.0
76.0,629.0,4.0
60.0,1294.0,14.0
66.0,207.0,6.0
66.0,724.0,4.0
63.0,979.0,4.0
74.0,1191.0,14.0
63.0,1861.0,16.0
67.0,247.0,14.0
58.0,332.0,16.0
69.0,1266.0,4.0
65.0,447.0,6.0
67.0,546.0,8.0
64.0,1334.0,14.0
66.0,823.0,4.0
72.0,1085.0,4.0
68.0,1477.0,12.0
66.0,1886.0,16.0
60.0,323.0,8.0
68.0,384.0,8.0
65.0,1541.0,10.0
70.0,2010.0,3.0
68.0,275.0,7.0
69.0,916.0,4.0
62.0,1058.0,4.0
67.0,1907.0,16.0
83.0,751.0,4.0
68.0,1116.0,14.0
77.0,1403.0,12.0
73.0,194.0,8.0
73.0,406.0,6.0
70.0,521.0,6.0
75.0,584.0,12.0
76.0,602.0,7.0
70.0,1382.0,14.0
71.0,223.0,6.0
66.0,321.0,8.0
80.0,1296.0,4.0
73.0,1354.0,6.0
74.0,1510.0,16.0
80.0,356.0,6.0
76.0,1463.0,3.0
83.0,906.0,4.0
76.0,1525.0,3.0
83.0,496.0,6.0
82.0,788.0,4.0
82.0,996.0,4.0
80.0,1964.0,16.0
81.0,440.0,9.0
82.0,180.0,12.0
81.0,803.0,4.0
80.0,1425.0,12.0
84.0,1491.0,6.0
88.0,1342.0,3.0
81.0,1366.0,10.0
87.0,242.0,7.0
86.0,285.0,10.0
80.0,311.0,10.0
86.0,419.0,8.0
93.0,513.0,6.0
86.0,964.0,4.0
85.0,1536.0,10.0
88.0,534.0,6.0
91.0,818.0,4.0
89.0,1560.0,14.0
86.0,385.0,6.0
86.0,1130.0,6.0
93.0,167.0,6.0
92.0,303.0,6.0
86.0,549.0,7.0
95.0,1070.0,4.0
98.0,1251.0,4.0
92.0,206.0,8.0
106.0,234.0,10.0
98.0,1381.0,14.0
97.0,1011.0,4.0
97.0,455.0,9.0
93.0,1514.0,16.0
97.0,1484.0,12.0
98.0,368.0,14.0
98.0,633.0,4.0
102.0,933.0,4.0
97.0,1362.0,14.0
98.0,1443.0,8.0
99.0,430.0,16.0
99.0,1120.0,11.0
103.0,407.0,6.0
106.0,578.0,14.0
100.0,1542.0,8.0
104.0,153.0,6.0
112.0,328.0,9.0
105.0,981.0,4.0
100.0,1409.0,14.0
100.0,554.0,12.0
101.0,1471.0,16.0
105.0,188.0,10.0
102.0,388.0,15.0
109.0,957.0,4.0
108.0,788.0,4.0
104.0,851.0,3.0
108.0,908.0,4.0
110.0,261.0,7.0
109.0,355.0,8.0
108.0,539.0,6.0
107.0,1140.0,12.0
110.0,126.0,10.0
113.0,296.0,6.0
110.0,1563.0,10.0
109.0,279.0,10.0
112.0,518.0,6.0
110.0,564.0,15.0
120.0,602.0,4.0
111.0,1636.0,7.0
112.0,206.0,10.0
116.0,440.0,14.0
112.0,1480.0,16.0
120.0,483.0,6.0
120.0,1414.0,7.0
119.0,378.0,8.0
117.0,827.0,14.0
119.0,1115.0,16.0
112.0,223.0,10.0
116.0,624.0,4.0
122.0,1230.0,4.0
121.0,1549.0,16.0
121.0,396.0,8.0
115.0,1070.0,4.0
123.0,549.0,7.0
128.0,1050.0,4.0
118.0,113.0,6.0
125.0,1272.0,4.0
122.0,167.0,10.0
129.0,571.0,14.0
130.0,751.0,16.0
130.0,1431.0,16.0
122.0,222.0,6.0
127.0,1494.0,14.0
127.0,186.0,10.0
123.0,283.0,6.0
126.0,950.0,4.0
132.0,411.0,8.0
130.0,933.0,4.0
128.0,1160.0,14.0
130.0,150.0,10.0
134.0,318.0,10.0
131.0,360.0,7.0
133.0,621.0,4.0
130.0,248.0,10.0
130.0,637.0,4.0
128.0,792.0,11.0
131.0,109.0,10.0
128.0,523.0,6.0
134.0,1353.0,8.0
130.0,133.0,10.0
130.0,463.0,6.0
135.0,1253.0,4.0
132.0,1468.0,15.0
134.0,213.0,10.0
132.0,1450.0,16.0
135.0,1517.0,7.0
139.0,262.0,10.0
142.0,968.0,4.0
138.0,282.0,6.0
136.0,731.0,3.0
144.0,1012.0,4.0
146.0,168.0,6.0
144.0,348.0,8.0
141.0,717.0,8.0
143.0,541.0,6.0
141.0,1540.0,11.0
139.0,89.0,1.0
139.0,391.0,15.0
145.0,695.0,8.0
148.0,482.0,6.0
144.0,518.0,8.0
145.0,563.0,14.0
143.0,1404.0,3.0
140.0,1580.0,12.0
144.0,300.0,6.0
144.0,607.0,4.0
146.0,766.0,6.0
146.0,806.0,7.0
147.0,459.0,7.0
146.0,1274.0,4.0
146.0,1326.0,12.0
148.0,129.0,6.0
150.0,376.0,7.0
148.0,191.0,7.0
153.0,242.0,10.0
147.0,785.0,11.0
151.0,106.0,6.0
154.0,1450.0,12.0
151.0,1497.0,14.0
154.0,831.0,8.0
147.0,934.0,4.0
152.0,212.0,7.0
159.0,886.0,7.0
153.0,1346.0,15.0
148.0,1461.0,12.0
151.0,1517.0,16.0
160.0,497.0,10.0
162.0,849.0,14.0
147.0,857.0,6.0
155.0,1386.0,3.0
159.0,273.0,10.0
159.0,324.0,6.0
153.0,630.0,12.0
164.0,1036.0,4.0
156.0,1222.0,11.0
158.0,144.0,7.0
155.0,401.0,6.0
159.0,80.0,10.0
163.0,598.0,10.0
159.0,557.0,15.0
169.0,302.0,8.0
159.0,308.0,6.0
169.0,948.0,4.0
159.0,1306.0,14.0
159.0,1406.0,16.0
165.0,1474.0,3.0
161.0,1532.0,16.0
161.0,157.0,7.0
176.0,343.0,8.0
167.0,98.0,10.0
171.0,449.0,8.0
167.0,544.0,16.0
159.0,516.0,15.0
164.0,793.0,16.0
161.0,872.0,3.0
168.0,1323.0,7.0
167.0,126.0,6.0
162.0,651.0,10.0
168.0,964.0,4.0
164.0,986.0,4.0
166.0,1097.0,4.0
165.0,692.0,8.0
165.0,188.0,8.0
168.0,358.0,6.0
166.0,1511.0,16.0
169.0,621.0,16.0
171.0,923.0,12.0
173.0,1138.0,4.0
167.0,257.0,10.0
172.0,472.0,7.0
169.0,1494.0,3.0
172.0,207.0,14.0
172.0,1061.0,4.0
175.0,1300.0,11.0
173.0,71.0,10.0
177.0,824.0,15.0
172.0,1438.0,11.0
168.0,240.0,10.0
178.0,165.0,10.0
180.0,1387.0,14.0
174.0,1401.0,15.0
173.0,145.0,10.0
184.0,230.0,10.0
175.0,1117.0,4.0
182.0,718.0,12.0
185.0,1172.0,3.0
184.0,1279.0,14.0
180.0,1558.0,14.0
186.0,116.0,14.0
181.0,184.0,12.0
180.0,1369.0,12.0
180.0,1530.0,16.0
181.0,973.0,4.0
184.0,988.0,4.0
193.0,1237.0,4.0
179.0,254.0,10.0
190.0,787.0,3.0
182.0,1042.0,4.0
185.0,503.0,16.0
201.0,1473.0,12.0
182.0,1505.0,3.0
195.0,76.0,10.0
190.0,273.0,11.0
187.0,426.0,8.0
185.0,670.0,3.0
184.0,1318.0,3.0
195.0,486.0,8.0
188.0,1206.0,4.0
199.0,153.0,10.0
186.0,1128.0,3.0
189.0,1191.0,3.0
187.0,1444.0,12.0
185.0,300.0,8.0
189.0,606.0,14.0
195.0,201.0,12.0
188.0,1056.0,4.0
191.0,367.0,8.0
195.0,1536.0,14.0
202.0,403.0,7.0
187.0,918.0,15.0
193.0,41.0,10.0
197.0,316.0,10.0
194.0,526.0,16.0
193.0,655.0,16.0
195.0,944.0,4.0
195.0,1362.0,4.0
200.0,249.0,8.0
195.0,54.0,6.0
200.0,593.0,14.0
197.0,1557.0,14.0
201.0,969.0,4.0
197.0,1076.0,4.0
200.0,173.0,10.0
199.0,1326.0,12.0
202.0,467.0,4.0
206.0,96.0,10.0
