row,column,celltype
36.0,161.0,4.0
33.0,194.0,4.0
43.0,224.0,4.0
32.0,249.0,4.0
44.0,271.0,4.0
48.0,305.0,4.0
32.0,319.0,4.0
44.0,345.0,4.0
32.0,382.0,3.0
40.0,395.0,7.0
31.0,428.0,3.0
31.0,443.0,3.0
38.0,627.0,4.0
31.0,660.0,4.0
32.0,766.0,8.0
37.0,852.0,4.0
44.0,897.0,4.0
42.0,916.0,4.0
31.0,934.0,4.0
35.0,953.0,4.0
34.0,971.0,4.0
36.0,1010.0,12.0
35.0,1033.0,4.0
43.0,1057.0,4.0
31.0,1073.0,4.0
35.0,1100.0,4.0
47.0,1132.0,4.0
30.0,1145.0,6.0
37.0,1160.0,13.0
36.0,1256.0,4.0
36.0,1294.0,4.0
33.0,1311.0,4.0
43.0,1332.0,4.0
38.0,1356.0,4.0
31.0,1391.0,4.0
39.0,1408.0,4.0
36.0,1451.0,4.0
40.0,1487.0,4.0
36.0,1515.0,4.0
50.0,1526.0,4.0
36.0,1589.0,4.0
44.0,1624.0,4.0
38.0,1665.0,4.0
34.0,1715.0,4.0
36.0,1796.0,9.0
31.0,1814.0,6.0
33.0,1842.0,7.0
37.0,1861.0,7.0
32.0,1898.0,7.0
33.0,1924.0,7.0
31.0,1945.0,7.0
30.0,1972.0,3.0
33.0,1982.0,16.0
41.0,1999.0,12.0
42.0,1782.0,4.0
45.0,1963.0,12.0
54.0,1764.0,4.0
53.0,1176.0,13.0
45.0,1941.0,7.0
47.0,128.0,4.0
45.0,484.0,4.0
60.0,526.0,4.0
46.0,1084.0,4.0
57.0,1982.0,12.0
54.0,144.0,4.0
51.0,189.0,4.0
51.0,772.0,12.0
44.0,936.0,4.0
45.0,1924.0,7.0
52.0,2011.0,12.0
57.0,816.0,4.0
59.0,1108.0,4.0
48.0,1825.0,12.0
71.0,978.0,4.0
50.0,734.0,4.0
53.0,1877.0,12.0
61.0,955.0,4.0
55.0,110.0,4.0
61.0,1579.0,12.0
67.0,720.0,4.0
58.0,1364.0,4.0
63.0,1848.0,7.0
65.0,790.0,4.0
70.0,582.0,4.0
54.0,1861.0,7.0
65.0,473.0,4.0
66.0,859.0,4.0
74.0,624.0,4.0
63.0,1667.0,4.0
61.0,396.0,7.0
75.0,499.0,4.0
59.0,1152.0,12.0
74.0,1711.0,4.0
70.0,365.0,4.0
61.0,1282.0,4.0
68.0,1444.0,4.0
69.0,1911.0,12.0
71.0,1468.0,4.0
75.0,1338.0,4.0
81.0,898.0,4.0
89.0,1484.0,4.0
71.0,1825.0,5.0
67.0,250.0,4.0
69.0,1888.0,12.0
72.0,1216.0,4.0
69.0,837.0,4.0
77.0,1273.0,4.0
68.0,123.0,4.0
72.0,271.0,4.0
75.0,292.0,4.0
85.0,440.0,4.0
81.0,925.0,4.0
75.0,767.0,12.0
71.0,1868.0,12.0
71.0,100.0,4.0
78.0,651.0,4.0
84.0,1524.0,4.0
76.0,1136.0,4.0
77.0,1963.0,7.0
78.0,2008.0,7.0
82.0,108.0,4.0
81.0,1946.0,7.0
82.0,156.0,4.0
85.0,1029.0,4.0
78.0,1974.0,7.0
83.0,196.0,4.0
83.0,1925.0,7.0
81.0,800.0,4.0
84.0,257.0,4.0
81.0,1986.0,13.0
81.0,367.0,4.0
87.0,843.0,4.0
91.0,1118.0,4.0
106.0,1312.0,4.0
86.0,1844.0,6.0
91.0,1664.0,4.0
93.0,125.0,4.0
87.0,819.0,4.0
99.0,1763.0,4.0
92.0,745.0,4.0
91.0,1637.0,4.0
95.0,1866.0,6.0
107.0,699.0,4.0
84.0,1883.0,7.0
111.0,997.0,4.0
94.0,295.0,4.0
93.0,601.0,4.0
98.0,904.0,4.0
107.0,1255.0,4.0
110.0,724.0,4.0
104.0,786.0,4.0
96.0,1441.0,4.0
102.0,1149.0,4.0
93.0,1421.0,4.0
105.0,1800.0,4.0
92.0,1890.0,7.0
95.0,1998.0,13.0
103.0,142.0,4.0
114.0,177.0,4.0
96.0,529.0,4.0
92.0,1218.0,4.0
95.0,2014.0,6.0
114.0,537.0,4.0
98.0,1969.0,11.0
96.0,1905.0,7.0
