row,column,celltype
47.0,36.0,4.0
32.0,39.0,4.0
40.0,52.0,4.0
33.0,66.0,4.0
34.0,83.0,7.0
39.0,109.0,7.0
33.0,134.0,4.0
31.0,149.0,4.0
39.0,179.0,7.0
32.0,195.0,16.0
42.0,255.0,4.0
34.0,283.0,4.0
38.0,304.0,4.0
42.0,344.0,11.0
31.0,360.0,4.0
35.0,370.0,7.0
31.0,380.0,7.0
43.0,388.0,4.0
37.0,457.0,4.0
37.0,521.0,4.0
44.0,573.0,4.0
40.0,629.0,12.0
33.0,656.0,16.0
41.0,682.0,12.0
37.0,701.0,16.0
35.0,718.0,6.0
35.0,741.0,12.0
35.0,761.0,12.0
32.0,780.0,3.0
35.0,807.0,16.0
31.0,819.0,10.0
34.0,837.0,3.0
31.0,883.0,16.0
37.0,893.0,12.0
40.0,925.0,4.0
37.0,949.0,4.0
42.0,994.0,3.0
30.0,1007.0,12.0
39.0,1021.0,6.0
31.0,1041.0,7.0
36.0,1095.0,4.0
35.0,1115.0,4.0
40.0,1129.0,4.0
35.0,1145.0,7.0
32.0,1160.0,3.0
35.0,1177.0,4.0
36.0,1204.0,8.0
35.0,1220.0,12.0
37.0,1231.0,10.0
37.0,1246.0,7.0
33.0,1257.0,5.0
33.0,1271.0,7.0
46.0,1282.0,7.0
32.0,1314.0,7.0
40.0,1355.0,7.0
39.0,1412.0,4.0
33.0,1465.0,12.0
39.0,1477.0,5.0
32.0,1492.0,4.0
37.0,1514.0,4.0
32.0,1537.0,4.0
34.0,1550.0,4.0
34.0,1563.0,7.0
35.0,1581.0,7.0
34.0,1601.0,7.0
37.0,1662.0,4.0
40.0,1692.0,7.0
38.0,1734.0,4.0
45.0,1760.0,7.0
39.0,1801.0,6.0
35.0,1859.0,4.0
40.0,1923.0,4.0
33.0,1941.0,4.0
31.0,1951.0,4.0
41.0,1965.0,4.0
47.0,975.0,4.0
45.0,157.0,4.0
43.0,786.0,6.0
49.0,1325.0,4.0
46.0,1895.0,4.0
52.0,323.0,4.0
51.0,1055.0,12.0
48.0,827.0,8.0
47.0,910.0,5.0
57.0,1203.0,8.0
43.0,406.0,4.0
60.0,540.0,4.0
50.0,1036.0,8.0
54.0,1635.0,4.0
46.0,664.0,8.0
53.0,1604.0,4.0
50.0,1160.0,4.0
50.0,1180.0,6.0
56.0,1380.0,4.0
54.0,133.0,4.0
51.0,364.0,4.0
50.0,1817.0,6.0
52.0,66.0,4.0
50.0,275.0,4.0
63.0,649.0,16.0
52.0,1495.0,4.0
50.0,1560.0,12.0
52.0,1782.0,10.0
62.0,220.0,4.0
54.0,499.0,8.0
49.0,1864.0,7.0
51.0,84.0,4.0
47.0,766.0,16.0
61.0,962.0,7.0
53.0,1451.0,7.0
50.0,1834.0,4.0
53.0,1098.0,4.0
54.0,754.0,12.0
54.0,807.0,16.0
59.0,1582.0,4.0
64.0,433.0,4.0
53.0,890.0,7.0
52.0,1655.0,4.0
64.0,1847.0,6.0
56.0,302.0,4.0
59.0,727.0,10.0
62.0,1226.0,7.0
65.0,165.0,4.0
57.0,182.0,7.0
54.0,198.0,7.0
61.0,461.0,4.0
58.0,859.0,16.0
60.0,1259.0,8.0
62.0,242.0,4.0
60.0,485.0,16.0
59.0,1243.0,16.0
66.0,939.0,4.0
65.0,1518.0,4.0
61.0,1908.0,4.0
69.0,51.0,4.0
58.0,791.0,6.0
70.0,898.0,7.0
60.0,1434.0,7.0
71.0,1481.0,4.0
66.0,1684.0,4.0
63.0,1725.0,7.0
62.0,1741.0,7.0
63.0,396.0,4.0
74.0,1017.0,4.0
65.0,1126.0,4.0
64.0,1403.0,4.0
66.0,1798.0,12.0
63.0,743.0,7.0
66.0,1190.0,12.0
69.0,288.0,4.0
62.0,677.0,16.0
70.0,1869.0,4.0
68.0,1944.0,7.0
64.0,1964.0,4.0
67.0,994.0,4.0
66.0,1421.0,7.0
63.0,1829.0,15.0
75.0,691.0,12.0
78.0,1922.0,12.0
76.0,599.0,4.0
69.0,845.0,16.0
73.0,1148.0,7.0
73.0,1349.0,4.0
76.0,268.0,7.0
69.0,1764.0,12.0
73.0,825.0,8.0
75.0,1177.0,5.0
66.0,1040.0,3.0
75.0,1315.0,4.0
69.0,1654.0,4.0
78.0,78.0,12.0
71.0,194.0,7.0
70.0,788.0,6.0
77.0,1816.0,12.0
76.0,119.0,16.0
73.0,774.0,6.0
79.0,1075.0,4.0
73.0,1278.0,5.0
71.0,1561.0,4.0
70.0,145.0,4.0
82.0,178.0,7.0
73.0,717.0,3.0
73.0,1295.0,4.0
76.0,1715.0,7.0
75.0,1779.0,7.0
69.0,1892.0,4.0
79.0,95.0,3.0
88.0,1622.0,4.0
83.0,664.0,7.0
77.0,804.0,6.0
80.0,1603.0,4.0
80.0,326.0,7.0
84.0,634.0,10.0
75.0,979.0,4.0
84.0,1057.0,7.0
87.0,1886.0,7.0
89.0,1164.0,4.0
76.0,1574.0,4.0
79.0,306.0,4.0
79.0,1433.0,11.0
74.0,1549.0,4.0
83.0,866.0,16.0
78.0,1241.0,4.0
79.0,1532.0,4.0
95.0,1696.0,4.0
85.0,108.0,8.0
95.0,452.0,4.0
91.0,750.0,11.0
82.0,1408.0,7.0
84.0,1040.0,4.0
85.0,1259.0,5.0
80.0,1742.0,12.0
94.0,253.0,4.0
