row,column,celltype
37.0,141.0,7.0
31.0,220.0,4.0
35.0,359.0,16.0
35.0,378.0,7.0
41.0,395.0,16.0
45.0,417.0,12.0
36.0,486.0,7.0
37.0,564.0,4.0
31.0,578.0,4.0
32.0,595.0,4.0
36.0,620.0,4.0
35.0,646.0,4.0
31.0,673.0,4.0
43.0,724.0,4.0
31.0,769.0,4.0
33.0,860.0,4.0
38.0,898.0,4.0
31.0,1027.0,4.0
45.0,1043.0,4.0
44.0,1066.0,4.0
34.0,1090.0,4.0
41.0,1164.0,4.0
33.0,1289.0,4.0
32.0,1407.0,4.0
47.0,1427.0,4.0
44.0,1580.0,4.0
31.0,1613.0,4.0
32.0,1676.0,4.0
36.0,1731.0,4.0
45.0,1819.0,4.0
33.0,1872.0,12.0
40.0,1917.0,12.0
36.0,1946.0,16.0
40.0,284.0,16.0
39.0,543.0,4.0
44.0,693.0,4.0
47.0,213.0,4.0
47.0,978.0,4.0
44.0,1109.0,4.0
40.0,1777.0,4.0
52.0,666.0,4.0
50.0,878.0,4.0
57.0,581.0,4.0
48.0,927.0,4.0
47.0,1214.0,4.0
49.0,168.0,4.0
46.0,320.0,1.0
52.0,531.0,4.0
61.0,1650.0,4.0
50.0,1680.0,4.0
46.0,1787.0,4.0
49.0,834.0,4.0
57.0,303.0,1.0
59.0,857.0,4.0
50.0,1894.0,12.0
53.0,494.0,7.0
55.0,819.0,4.0
55.0,1988.0,7.0
59.0,806.0,4.0
61.0,1349.0,4.0
68.0,615.0,4.0
50.0,1732.0,4.0
62.0,1450.0,4.0
55.0,1078.0,4.0
56.0,99.0,4.0
61.0,380.0,4.0
70.0,1612.0,4.0
71.0,517.0,4.0
70.0,899.0,4.0
66.0,1189.0,4.0
64.0,394.0,15.0
76.0,464.0,4.0
68.0,925.0,4.0
79.0,742.0,4.0
65.0,163.0,4.0
65.0,1026.0,4.0
77.0,1060.0,4.0
76.0,219.0,4.0
81.0,332.0,1.0
68.0,492.0,4.0
77.0,830.0,4.0
82.0,874.0,4.0
81.0,188.0,4.0
71.0,2011.0,12.0
82.0,141.0,4.0
77.0,298.0,1.0
88.0,948.0,4.0
83.0,392.0,4.0
87.0,1110.0,4.0
86.0,713.0,4.0
92.0,288.0,4.0
91.0,1088.0,4.0
82.0,1922.0,4.0
93.0,1982.0,4.0
89.0,246.0,4.0
96.0,1775.0,4.0
101.0,122.0,4.0
93.0,176.0,4.0
100.0,540.0,4.0
96.0,1245.0,4.0
100.0,1291.0,4.0
107.0,1038.0,4.0
99.0,315.0,1.0
101.0,1388.0,4.0
102.0,1650.0,4.0
101.0,1830.0,4.0
100.0,163.0,4.0
101.0,517.0,4.0
99.0,221.0,4.0
105.0,674.0,4.0
101.0,1022.0,4.0
111.0,1317.0,4.0
105.0,1560.0,4.0
100.0,1469.0,4.0
119.0,1361.0,4.0
110.0,1674.0,4.0
111.0,714.0,4.0
119.0,1799.0,4.0
117.0,424.0,4.0
113.0,1737.0,4.0
120.0,648.0,4.0
108.0,366.0,7.0
119.0,961.0,4.0
114.0,555.0,12.0
116.0,1434.0,4.0
120.0,1580.0,4.0
116.0,1700.0,4.0
126.0,1897.0,4.0
120.0,160.0,4.0
112.0,641.0,4.0
124.0,1406.0,4.0
115.0,1241.0,4.0
119.0,2012.0,2.0
122.0,220.0,7.0
130.0,1458.0,4.0
133.0,1767.0,4.0
130.0,124.0,4.0
125.0,140.0,4.0
125.0,348.0,12.0
134.0,455.0,4.0
131.0,539.0,12.0
130.0,892.0,4.0
132.0,725.0,4.0
138.0,1331.0,4.0
138.0,811.0,4.0
146.0,408.0,4.0
146.0,2006.0,12.0
149.0,1597.0,4.0
148.0,1429.0,4.0
137.0,1993.0,12.0
149.0,1870.0,4.0
144.0,316.0,16.0
154.0,440.0,4.0
156.0,798.0,4.0
155.0,1702.0,4.0
152.0,112.0,4.0
150.0,1380.0,4.0
148.0,1673.0,4.0
154.0,1753.0,4.0
150.0,897.0,4.0
151.0,616.0,4.0
164.0,675.0,4.0
151.0,163.0,1.0
148.0,535.0,4.0
159.0,132.0,4.0
179.0,399.0,4.0
168.0,1541.0,4.0
156.0,1555.0,4.0
153.0,1451.0,4.0
158.0,1473.0,4.0
159.0,1827.0,4.0
178.0,1905.0,4.0
160.0,298.0,1.0
174.0,984.0,11.0
158.0,314.0,16.0
163.0,253.0,1.0
167.0,963.0,4.0
170.0,351.0,4.0
167.0,928.0,11.0
166.0,1286.0,11.0
180.0,1408.0,4.0
168.0,622.0,4.0
169.0,2003.0,12.0
166.0,895.0,4.0
165.0,162.0,1.0
171.0,329.0,1.0
168.0,570.0,7.0
172.0,1307.0,4.0
179.0,643.0,4.0
181.0,825.0,4.0
169.0,763.0,11.0
174.0,912.0,11.0
185.0,291.0,16.0
192.0,951.0,11.0
190.0,259.0,16.0
188.0,847.0,4.0
193.0,1703.0,4.0
192.0,1806.0,4.0
197.0,442.0,4.0
196.0,1502.0,4.0
188.0,922.0,11.0
185.0,1283.0,11.0
202.0,1669.0,4.0
197.0,162.0,1.0
201.0,1074.0,11.0
196.0,584.0,4.0
194.0,1856.0,4.0
198.0,355.0,4.0
206.0,1579.0,4.0
196.0,485.0,4.0
207.0,1468.0,4.0
197.0,90.0,4.0
206.0,623.0,4.0
212.0,1039.0,11.0
205.0,1631.0,4.0
203.0,1837.0,4.0
227.0,340.0,4.0
217.0,1436.0,4.0
206.0,497.0,4.0
