row,column,celltype
45.0,148.0,14.0
32.0,154.0,7.0
41.0,173.0,14.0
33.0,260.0,4.0
30.0,277.0,4.0
46.0,296.0,4.0
30.0,307.0,4.0
35.0,340.0,4.0
38.0,500.0,4.0
38.0,523.0,4.0
31.0,579.0,1.0
35.0,608.0,14.0
32.0,622.0,1.0
40.0,685.0,4.0
33.0,697.0,1.0
44.0,710.0,4.0
36.0,932.0,3.0
33.0,1006.0,12.0
39.0,1031.0,4.0
39.0,1113.0,4.0
34.0,1144.0,4.0
32.0,1291.0,16.0
36.0,1312.0,12.0
33.0,1354.0,12.0
31.0,1528.0,12.0
36.0,1545.0,12.0
36.0,1595.0,3.0
35.0,1622.0,4.0
46.0,1643.0,4.0
42.0,1670.0,4.0
33.0,1696.0,4.0
34.0,1723.0,7.0
38.0,1750.0,12.0
36.0,1975.0,4.0
32.0,1998.0,4.0
47.0,245.0,3.0
49.0,545.0,4.0
43.0,1516.0,12.0
51.0,1868.0,4.0
44.0,2012.0,4.0
50.0,324.0,4.0
41.0,1853.0,4.0
40.0,411.0,3.0
44.0,276.0,4.0
50.0,1428.0,12.0
46.0,588.0,4.0
52.0,732.0,4.0
46.0,1289.0,12.0
48.0,1383.0,12.0
52.0,1930.0,12.0
56.0,1841.0,4.0
53.0,265.0,12.0
59.0,423.0,4.0
59.0,1143.0,4.0
52.0,1262.0,1.0
52.0,1360.0,12.0
58.0,1474.0,12.0
57.0,777.0,4.0
53.0,1311.0,7.0
52.0,1756.0,3.0
68.0,1168.0,4.0
58.0,1497.0,12.0
62.0,1444.0,12.0
55.0,1544.0,3.0
57.0,1732.0,4.0
64.0,1023.0,4.0
58.0,1207.0,4.0
61.0,1698.0,4.0
65.0,1118.0,4.0
62.0,1992.0,15.0
65.0,347.0,4.0
68.0,460.0,4.0
58.0,516.0,4.0
64.0,584.0,4.0
63.0,492.0,4.0
60.0,1519.0,12.0
72.0,224.0,14.0
63.0,1225.0,3.0
63.0,1296.0,12.0
64.0,1674.0,4.0
63.0,207.0,12.0
72.0,385.0,4.0
64.0,644.0,1.0
69.0,1587.0,4.0
73.0,941.0,3.0
64.0,1272.0,3.0
69.0,749.0,4.0
69.0,1382.0,12.0
69.0,718.0,4.0
78.0,1565.0,4.0
68.0,2013.0,4.0
70.0,239.0,3.0
68.0,1316.0,7.0
73.0,158.0,4.0
75.0,1526.0,12.0
74.0,1795.0,12.0
78.0,1828.0,4.0
80.0,559.0,4.0
74.0,802.0,12.0
83.0,1054.0,4.0
74.0,1282.0,4.0
78.0,1292.0,4.0
79.0,1607.0,4.0
77.0,1848.0,4.0
85.0,260.0,15.0
79.0,1709.0,4.0
88.0,1196.0,4.0
79.0,1404.0,12.0
84.0,144.0,4.0
89.0,771.0,4.0
81.0,1247.0,3.0
85.0,688.0,4.0
88.0,1680.0,4.0
84.0,1352.0,4.0
84.0,420.0,4.0
92.0,1305.0,4.0
91.0,1993.0,4.0
85.0,487.0,15.0
87.0,1269.0,4.0
88.0,1110.0,4.0
97.0,520.0,4.0
86.0,1731.0,4.0
91.0,1811.0,12.0
92.0,204.0,7.0
95.0,441.0,4.0
92.0,714.0,4.0
90.0,738.0,4.0
93.0,822.0,4.0
92.0,1026.0,4.0
87.0,1136.0,4.0
86.0,1511.0,3.0
102.0,380.0,4.0
95.0,1793.0,12.0
91.0,163.0,4.0
91.0,1580.0,4.0
104.0,1928.0,4.0
98.0,1957.0,4.0
98.0,961.0,3.0
99.0,468.0,4.0
99.0,329.0,12.0
96.0,1150.0,4.0
95.0,1634.0,4.0
103.0,1219.0,4.0
97.0,1776.0,4.0
101.0,1834.0,7.0
98.0,1166.0,4.0
101.0,1283.0,4.0
103.0,220.0,7.0
105.0,64.0,1.0
102.0,589.0,1.0
100.0,651.0,8.0
98.0,1601.0,4.0
111.0,276.0,12.0
106.0,945.0,1.0
103.0,1331.0,4.0
111.0,1362.0,4.0
102.0,1725.0,4.0
100.0,2009.0,4.0
102.0,673.0,4.0
102.0,43.0,3.0
107.0,491.0,4.0
108.0,906.0,7.0
119.0,1754.0,4.0
110.0,140.0,4.0
110.0,746.0,12.0
103.0,1137.0,4.0
110.0,1117.0,4.0
109.0,1625.0,4.0
111.0,604.0,3.0
111.0,1052.0,4.0
107.0,1588.0,4.0
109.0,167.0,4.0
106.0,692.0,4.0
108.0,1267.0,4.0
123.0,797.0,4.0
113.0,1188.0,4.0
121.0,1904.0,4.0
116.0,35.0,3.0
116.0,663.0,6.0
110.0,719.0,4.0
115.0,1150.0,4.0
